,yt_id,start_time,end_time,tag_strings,laughter
2572,GBrF03EvFdg,220.000,230.000,"['/m/02zsn', '/m/07s04w4', '/m/09x0r']",True
2573,GC-0a_f-ofI,30.000,40.000,"['/m/01j3sz', '/m/03dnzn']",True
2574,GC4U8nJCMSA,130.000,140.000,['/m/01j3sz'],True
2575,GC7Q3hyFH9Q,370.000,380.000,"['/m/07s04w4', '/m/09x0r']",True
2576,GCMuzroPi4U,80.000,90.000,"['/m/07r660_', '/m/0ytgt']",True
2577,GCRFBQ_YuhQ,450.000,460.000,['/m/01j3sz'],True
2578,GCxCTe-efCs,40.000,50.000,"['/m/01j3sz', '/m/04rlf']",True
2579,GDU4yVZ2Oa4,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
2580,GE1aZSnPr2Q,0.000,10.000,['/m/01j3sz'],True
2581,GEPjYPKuUR8,90.000,100.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00001']",True
2582,GEaPkbvHIes,200.000,210.000,['/m/01j3sz'],True
2583,GEdUcGM1vBk,30.000,40.000,['/m/01j3sz'],True
2584,GEoZoRyYc1Q,90.000,100.000,"['/m/01j3sz', '/t/dd00001']",True
2585,GFqMf1EK_GU,480.000,490.000,"['/m/07s04w4', '/m/07sq110']",True
2586,GFujszwmkuA,40.000,50.000,"['/m/07r660_', '/m/07sq110', '/m/09x0r']",True
2587,GHJKZX0KU08,10.000,20.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
2588,GJC2EcC73vs,100.000,110.000,"['/m/07rgt08', '/m/09x0r']",True
2589,GJJUuGNo91U,140.000,150.000,['/m/01j3sz'],True
2590,GJU-WN_p1b4,9.000,19.000,['/m/07s04w4'],True
2591,GJqlp1OWKhs,10.000,20.000,"['/m/04rlf', '/m/07sq110', '/t/dd00001']",True
2592,GKVlSc5dVLs,20.000,30.000,"['/m/01j3sz', '/m/07sq110']",True
2593,GKXYLbh7GuU,30.000,40.000,"['/m/01j3sz', '/m/07r660_', '/m/07sq110']",True
2594,GLkvfd0h5Rk,140.000,150.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2595,GMf18ghyXMY,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2596,GMgECM5nWp8,120.000,130.000,"['/m/01j3sz', '/m/09x0r']",True
2597,GMy6xyuqlf4,360.000,370.000,"['/m/02zsn', '/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2598,GNIr04nEJMI,80.000,90.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2599,GO98TbfgNPI,30.000,40.000,"['/m/04rlf', '/m/074ft', '/m/07rgt08', '/m/0l14jd', '/m/0z9c']",True
2600,GO_5M0yTmtw,300.000,310.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2601,GPAgFWxbHlw,0.000,10.000,['/m/07rgt08'],True
2602,GPBxzlFUGJM,270.000,280.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2603,GPIeUnzTfYU,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2604,GPbChTc57XM,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2605,GQMHxeP6zsA,10.000,20.000,"['/m/01j3sz', '/m/07sq110', '/m/09x0r']",True
2606,GQTxIBorSGo,0.000,10.000,"['/m/07sq110', '/m/09x0r', '/m/0lyf6']",True
2607,GQgBARxEVr4,370.000,380.000,"['/m/01j3sz', '/m/09x0r']",True
2608,GRZL-r4xX9E,30.000,40.000,"['/m/07r660_', '/m/09x0r']",True
2609,GRnVa7qyqvo,230.000,240.000,"['/m/01j3sz', '/m/02g901', '/m/09x0r']",True
2610,GRpaLlsC0Sc,40.000,50.000,"['/m/02p3nc', '/m/07sq110', '/m/09x0r']",True
2611,GS8EyX8YrJ0,70.000,80.000,"['/m/01j3sz', '/m/09x0r']",True
2612,GSPloFp2F5w,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2613,GSlm_V0XDAA,20.000,30.000,['/m/01j3sz'],True
2614,GUmibVaYgDY,30.000,40.000,['/m/01j3sz'],True
2615,GVXY1_pmDVo,70.000,80.000,"['/m/07r660_', '/m/09x0r', '/t/dd00126']",True
2616,GVlGn7z_4Hk,120.000,130.000,"['/m/07r660_', '/m/09x0r']",True
2617,GVu9qri5Gb0,60.000,70.000,"['/m/01j3sz', '/m/09x0r', '/m/0lyf6']",True
2618,GWSBeBJA5YA,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
2619,GWTVQzzL6-0,70.000,80.000,"['/m/01j3sz', '/m/09x0r']",True
2620,GWW0crROtdg,30.000,40.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2621,GWzs0WUXbNI,330.000,340.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00125']",True
2622,GXLEKU6K1uI,40.000,50.000,"['/m/01b_21', '/m/01j3sz', '/m/09x0r', '/m/0ytgt', '/t/dd00125']",True
2623,GYLnQxPfYJk,200.000,210.000,"['/m/01j3sz', '/m/09x0r']",True
2624,GYTMqqwfiCg,30.000,40.000,['/m/01j3sz'],True
2625,GZMRDmjOq_Y,50.000,60.000,"['/m/07r660_', '/m/07sq110', '/m/09x0r']",True
2626,GZNKExFBkcA,40.000,50.000,"['/m/01j3sz', '/m/09x0r', '/m/0ytgt']",True
2627,GZS-UcdFfw8,380.000,390.000,"['/m/03qc9zr', '/m/07s04w4']",True
2628,GZUNInJflVw,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
2629,GZWWPJIEALg,360.000,370.000,"['/m/07r660_', '/m/09x0r', '/t/dd00125']",True
2630,GZX71I7ZrNc,60.000,70.000,"['/m/01j3sz', '/m/04rlf']",True
2631,GZvK9fbVuTg,10.000,20.000,['/m/01j3sz'],True
2632,G_QyUROU9cE,50.000,60.000,"['/m/07rgt08', '/m/09x0r']",True
2633,G_eDGIooTQ4,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
2634,G_ohxWhxWrE,50.000,60.000,"['/m/01j3sz', '/t/dd00001']",True
2635,G_tnM-GSd8E,30.000,40.000,"['/m/07s04w4', '/m/09x0r', '/t/dd00125']",True
2636,G_wDVWP9114,180.000,190.000,"['/m/01j3sz', '/m/05zppz', '/m/09x0r']",True
2637,Gcvg-ab31LU,10.000,20.000,"['/m/01j3sz', '/m/05zppz']",True
2638,GcvjdDudv7M,580.000,590.000,"['/m/07sq110', '/m/09x0r', '/t/dd00125']",True
2639,GdoRtJvdVww,30.000,40.000,"['/m/07r660_', '/m/09x0r']",True
2640,Ge2ZvN8tWAs,250.000,260.000,"['/m/01j3sz', '/m/09x0r']",True
2641,GeX3TmOSs18,10.000,20.000,['/m/01j3sz'],True
2642,GeYaM_chYbc,40.000,50.000,"['/m/07s04w4', '/m/09x0r']",True
2643,GexEFLNNZxo,10.000,20.000,"['/m/01j3sz', '/m/05zppz', '/m/09x0r']",True
2644,Gf2xgs3ZrfE,0.000,10.000,"['/m/07sq110', '/t/dd00001']",True
2645,GfDTGfXuTb4,0.000,10.000,['/m/07r660_'],True
2646,GfXOTHsXxfY,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
2647,GfhvmCPHHjg,250.000,260.000,"['/m/07s04w4', '/m/09x0r']",True
2648,GfpqGq5s8wc,130.000,140.000,"['/m/01j3sz', '/m/09x0r']",True
2649,GfzkP_9NbtM,210.000,220.000,"['/m/01j3sz', '/m/09x0r']",True
2650,GgWEoojxDvA,130.000,140.000,['/m/01j3sz'],True
2651,GgaLDaN3D2U,90.000,100.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2652,GhFNQ7LRPos,10.000,20.000,"['/m/01j3sz', '/m/02p3nc']",True
2653,GhP4Vy8Gqgs,20.000,30.000,['/m/07s04w4'],True
2654,GhTp47zf9fk,40.000,50.000,"['/m/07s04w4', '/m/09x0r']",True
2655,GhizOxu0ZpI,60.000,70.000,['/m/07sq110'],True
2656,Gi60-rBcXA0,10.000,20.000,['/m/01j3sz'],True
2657,Gi9FEkxB5RM,50.000,60.000,"['/m/01j3sz', '/m/07s04w4', '/m/09x0r']",True
2658,Gi_rfiEtMyk,60.000,70.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2659,Gjw7xATsDCw,60.000,70.000,['/m/01j3sz'],True
2660,GkmVuqkJTvA,30.000,40.000,"['/m/07r660_', '/m/07s04w4']",True
2661,Gkr72mVvXOI,100.000,110.000,['/m/01j3sz'],True
2662,Gl3f5RMExz4,40.000,50.000,"['/m/01j3sz', '/m/07rgt08', '/m/09x0r']",True
2663,GlH1DUQdjRs,70.000,80.000,"['/m/01j3sz', '/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2664,GlTA7KT9lGQ,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2665,GmSRrVeax5o,40.000,50.000,"['/m/07r660_', '/m/0ytgt']",True
2666,Gmn8La6AD-0,0.000,10.000,"['/m/01j3sz', '/m/09x0r']",True
2667,GmqoiV_4iJw,50.000,60.000,"['/m/07s04w4', '/m/09x0r', '/t/dd00125']",True
2668,GnFmbK43kU4,30.000,40.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2669,Gne7mAqHkdw,30.000,40.000,"['/m/04rlf', '/m/07r660_', '/m/09x0r']",True
2670,GnlIJBRz3JI,40.000,50.000,"['/m/05zppz', '/m/07rgt08']",True
2671,GoLv6aXEOik,280.000,290.000,"['/m/07rgt08', '/m/09x0r']",True
2672,Gosyfex8SPU,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/05zppz', '/m/09x0r']",True
2673,GpN-p3Y0lCY,50.000,60.000,"['/m/01j3sz', '/m/0261r1', '/m/09x0r']",True
2674,Gqo0T3Xl8oU,170.000,180.000,"['/m/01j3sz', '/m/09x0r', '/m/0ytgt']",True
2675,GrOc3L3EB8k,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r', '/t/dd00001']",True
2676,Grurt0SNtGI,130.000,140.000,"['/m/01j3sz', '/m/09x0r']",True
2677,GtDYA6XMieE,5.000,15.000,"['/m/07s04w4', '/m/09x0r', '/t/dd00001']",True
2678,GtN_W6GlrkE,180.000,190.000,"['/m/01j3sz', '/m/09x0r']",True
2679,GuKzaKnCaIQ,30.000,40.000,"['/m/01j3sz', '/m/04rlf', '/m/07sq110', '/m/09x0r']",True
2680,GuXl3alG8cs,100.000,110.000,['/m/01j3sz'],True
2681,Gv8aTgbENvs,19.000,29.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2682,GvQ5Dvb8510,20.000,30.000,['/m/01j3sz'],True
2683,GvTijiM_xgE,60.000,70.000,"['/m/01j3sz', '/m/02p3nc']",True
2684,GxgsKJJQTZc,400.000,410.000,"['/m/01j3sz', '/m/07s04w4', '/m/09x0r']",True
2685,GyPRak5vj6I,70.000,80.000,"['/m/01j3sz', '/m/09x0r', '/m/0ytgt', '/t/dd00126']",True
2686,GyjR5V0Sj94,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2687,Gysy4_5V_w8,310.000,320.000,"['/m/01j3sz', '/m/09x0r']",True
2688,H-25x00LG98,22.000,32.000,"['/m/04rlf', '/m/07r660_', '/m/09x0r']",True
2689,H-lr5auZfYY,170.000,180.000,"['/m/01j3sz', '/m/09x0r']",True
2690,H-yfPgHsos0,40.000,50.000,"['/m/07s04w4', '/m/09x0r']",True
2691,H04IUkhl7s8,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2692,H0fPeBR6tYU,170.000,180.000,"['/m/01j3sz', '/m/09x0r']",True
2693,H0r0aD4viRA,20.000,30.000,"['/m/01j3sz', '/m/0k65p']",True
2694,H17SG703N1k,30.000,40.000,"['/m/01j3sz', '/m/02lkt', '/m/04rlf', '/m/0ggx5q']",True
2695,H1D-XwVUSA4,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2696,H1ZQs9YzKNE,100.000,110.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2697,H1_VGA53_Bw,110.000,120.000,"['/m/01j3sz', '/m/09x0r']",True
2698,H1rDvOSDJfY,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
2699,H1u4PtqVFMg,370.000,380.000,"['/m/09x0r', '/t/dd00001', '/t/dd00125']",True
2700,H28VuSjNB-g,40.000,50.000,"['/m/09x0r', '/t/dd00001']",True
2701,H36ivy_-2_M,80.000,90.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2702,H3ENbrE9YGw,28.000,38.000,"['/m/04rlf', '/m/07r660_']",True
2703,H3mb1wb_WZE,140.000,150.000,"['/m/01j3sz', '/m/04rlf']",True
2704,H3z80CBJYRU,30.000,40.000,"['/m/02zsn', '/m/07rgt08', '/m/09x0r']",True
2705,H51nIRbmZho,130.000,140.000,"['/m/01j3sz', '/m/07swgks', '/m/09x0r']",True
2706,H66atbTrAQU,140.000,150.000,"['/m/07rgt08', '/m/09x0r']",True
2707,H6Oa_VPIhhk,0.000,10.000,"['/m/01j3sz', '/m/07s04w4', '/m/09x0r']",True
2708,H6cRNrw4iPs,0.000,10.000,"['/m/07rgt08', '/m/09x0r']",True
2709,H6mvDgGbq_8,10.000,20.000,['/t/dd00001'],True
2710,H6veNGHVHDo,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
2711,H8Nv6plK7Ds,20.000,30.000,"['/m/01j3sz', '/m/03q5_w', '/m/09x0r']",True
2712,H8Qh0jgDZh0,110.000,120.000,"['/m/01j3sz', '/m/09x0r']",True
2713,H8Yd_I6x9Dw,20.000,30.000,"['/m/04rlf', '/m/07r660_', '/m/09x0r', '/t/dd00125']",True
2714,H8iR1IvCCXA,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
2715,H8qbI8RxLuk,90.000,100.000,"['/m/01j3sz', '/m/07rkbfh', '/m/07s04w4', '/m/09x0r']",True
2716,H97wrwzqnlo,30.000,40.000,"['/m/01j3sz', '/m/02p3nc']",True
2717,H99s2J78EwM,200.000,210.000,"['/m/01j3sz', '/m/09x0r']",True
2718,HA3rPzgPVMI,6.000,16.000,"['/m/07s04w4', '/m/09x0r']",True
2719,HAToCczxJlk,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2720,HAccleeGc6A,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2721,HAfJ1jyyWNU,330.000,340.000,['/m/01j3sz'],True
2722,HAqVsZc_SLA,80.000,90.000,['/m/01j3sz'],True
2723,HAyih8lAKaY,290.000,300.000,"['/m/07s04w4', '/m/09x0r']",True
2724,HBjf6_kRYEI,50.000,60.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2725,HBnESUDFD4A,30.000,40.000,"['/m/07r660_', '/m/09x0r']",True
2726,HCbQ46el70g,10.000,20.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2727,HDAyQJv4iZQ,90.000,100.000,"['/m/01j3sz', '/t/dd00001']",True
2728,HDPYAY_FKog,15.000,25.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2729,HDZ0wrCXv5c,380.000,390.000,"['/m/01j3sz', '/m/09x0r']",True
2730,HEKKh5yZ1s8,200.000,210.000,"['/m/01b_21', '/m/04rlf', '/m/07sq110', '/m/09x0r', '/m/0ytgt', '/t/dd00125']",True
2731,HEYApdJDltQ,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2732,HEaijrw5v1g,110.000,120.000,"['/m/01j3sz', '/m/07sq110']",True
2733,HEpB8O0Jw_8,430.000,440.000,['/m/01j3sz'],True
2734,HF4mamH8yZQ,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
2735,HFK_1QlI8Fc,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
2736,HGkmxN9hU_M,0.000,10.000,"['/m/07sq110', '/m/09x0r', '/t/dd00126']",True
2737,HHmyKe7pXd0,50.000,60.000,"['/m/01j3sz', '/m/02fxyj', '/m/07s04w4', '/m/09x0r']",True
2738,HHspg8jq04c,70.000,80.000,"['/m/0261r1', '/t/dd00001', '/t/dd00125']",True
2739,HICo2irhKG0,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
2740,HIERtqTpluI,60.000,70.000,"['/m/07s04w4', '/m/09x0r']",True
2741,HIO0NcAPD-s,20.000,30.000,"['/m/01j3sz', '/m/02p3nc', '/m/09x0r', '/m/0ytgt']",True
2742,HIWCegC4zJc,240.000,250.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2743,HJ2jFb0xU3k,0.000,10.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2744,HJCpo6T7Pbk,100.000,110.000,"['/m/01j3sz', '/m/09x0r']",True
2745,HJoW1NNXgpg,20.000,30.000,['/m/01j3sz'],True
2746,HJxaHHvNESE,90.000,100.000,"['/m/01j3sz', '/m/09x0r']",True
2747,HL6te-mR4ZM,70.000,80.000,"['/m/07s04w4', '/m/09x0r']",True
2748,HLJOXM_qf4k,50.000,60.000,"['/m/01j3sz', '/m/09x0r']",True
2749,HLay8gvNJWI,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
2750,HM09kwJSbyk,130.000,140.000,"['/m/07s04w4', '/m/09x0r']",True
2751,HM6ZGx9WB48,0.000,10.000,"['/m/0463cq4', '/m/07s04w4', '/m/09x0r', '/m/0ytgt']",True
2752,HMsTq5faFQc,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
2753,HNEhSxXAyXA,40.000,50.000,"['/m/04rlf', '/m/07rgt08', '/m/09x0r']",True
2754,HO29MO9p5Ng,160.000,170.000,['/m/01j3sz'],True
2755,HO6nTs7ZOUk,140.000,150.000,"['/m/01j3sz', '/m/09x0r']",True
2756,HOTCl7R7UPA,20.000,30.000,"['/m/07sq110', '/m/09x0r', '/t/dd00125']",True
2757,HRUMdh_jkqc,30.000,40.000,['/m/07s04w4'],True
2758,HRYs1-Is2b8,0.000,10.000,['/m/01j3sz'],True
2759,HSroGvRrDjA,80.000,90.000,"['/m/07s04w4', '/m/09x0r']",True
2760,HT41_XzXQVE,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
2761,HTPSdnQ1kwY,0.000,4.000,['/m/07s04w4'],True
2762,HToi3ETodGM,140.000,150.000,"['/m/07s04w4', '/m/09x0r']",True
2763,HU5BppdKdN8,170.000,180.000,['/m/01j3sz'],True
2764,HUWa77o8vig,50.000,60.000,"['/m/01j3sz', '/m/09x0r']",True
2765,HUXoJfwc3Dk,110.000,120.000,"['/m/07s04w4', '/m/09x0r']",True
2766,HV8TdUaplzI,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2767,HVF8a59C8w0,30.000,40.000,"['/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2768,HVynfYO27QU,20.000,30.000,['/m/07sq110'],True
2769,HWmpRwucLbY,340.000,350.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2770,HXXDweXiqVs,100.000,110.000,"['/m/01j3sz', '/m/07rgt08', '/m/07s04w4', '/m/09x0r']",True
2771,HYtk7T7eHI4,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
2772,HZLWWJ_kBsQ,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
2773,HZWrMA6iJVs,80.000,90.000,"['/m/01j3sz', '/m/09x0r']",True
2774,HaCfZHSzX9c,10.000,20.000,"['/m/01j3sz', '/t/dd00001', '/t/dd00125']",True
2775,Hb9RJlHvjXQ,0.000,10.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00125']",True
2776,Hc1w3l_WMZg,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
2777,HeDv5um4ao8,0.000,10.000,['/m/01j3sz'],True
2778,HeQch-tqle4,50.000,60.000,"['/m/01j3sz', '/m/07rgt08', '/m/09x0r', '/m/0ytgt']",True
2779,HeXYpDv8jBQ,30.000,40.000,"['/m/07r660_', '/m/09x0r']",True
2780,Her8BSU_39c,120.000,130.000,"['/m/01j3sz', '/m/07sq110', '/m/09x0r']",True
2781,HerVIPs80jE,0.000,10.000,"['/m/01j3sz', '/m/09x0r']",True
2782,Hf4tXGcuqVs,50.000,60.000,"['/m/01j3sz', '/m/09x0r']",True
2783,HfAVWEdtO40,170.000,180.000,"['/m/01j3sz', '/m/09x0r']",True
2784,HfZps2is5B8,30.000,40.000,"['/m/07sq110', '/m/09x0r']",True
2785,HgFwtSSgPJE,100.000,110.000,"['/m/07r660_', '/m/09x0r']",True
2786,HghGL6qQV-Q,0.000,10.000,"['/m/015p6', '/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2787,HghXlPghzR8,22.000,32.000,"['/m/04rlf', '/m/07s04w4']",True
2788,Hglu_TgnaM8,240.000,250.000,"['/m/07s04w4', '/m/09x0r', '/t/dd00125']",True
2789,HhP-q7Hc3o0,200.000,210.000,"['/m/01j3sz', '/m/09x0r']",True
2790,HhSeS_Tqn9Q,60.000,70.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00001']",True
2791,HhyHGbSd6Ek,30.000,40.000,"['/m/01j3sz', '/m/09x0r']",True
2792,Hi1Z_5p6B_M,42.000,52.000,['/m/01j3sz'],True
2793,Hi20meNDg-0,80.000,90.000,['/m/07s04w4'],True
2794,HiawVEoqkAk,0.000,10.000,"['/m/01j3sz', '/m/09x0r']",True
2795,Hj6h1QdiPFI,220.000,230.000,"['/m/07r660_', '/m/07rgt08', '/m/0ytgt']",True
2796,HjB2tnr8Spo,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2797,Hjc8OYRLYx0,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2798,HjsSJOZqyPw,350.000,360.000,"['/m/01j3sz', '/m/09x0r']",True
2799,HjtoKqETV0s,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2800,HlArivUmCKI,0.000,10.000,"['/m/01j3sz', '/m/09x0r', '/m/0l15bq']",True
2801,HlGHsjUC2lg,30.000,40.000,"['/m/07s04w4', '/t/dd00001']",True
2802,Hlxo0Llpac8,30.000,40.000,"['/m/01j3sz', '/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0jbk']",True
2803,HmlPgBlfgYE,3.000,13.000,['/m/07r660_'],True
2804,HmnRluh3dBU,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
2805,HmxnhG0khfw,540.000,550.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2806,Hnd_uHgxtmw,460.000,470.000,"['/m/01j3sz', '/m/09x0r']",True
2807,HoQkWNwc7mk,160.000,170.000,"['/m/01j3sz', '/m/09x0r']",True
2808,HogdqQjJgfg,10.000,20.000,"['/m/07sq110', '/m/09x0r', '/m/0ytgt']",True
2809,HphJ9QrC03E,30.000,40.000,"['/m/07rgt08', '/m/09x0r']",True
2810,HpqnJJ06Ufg,40.000,50.000,"['/m/01j3sz', '/m/09x0r']",True
2811,HptO3SWFI5E,80.000,90.000,"['/m/01j3sz', '/m/09x0r']",True
2812,HpwCs7Gnc24,30.000,40.000,"['/m/07rgt08', '/m/09x0r', '/t/dd00001']",True
2813,HqKRcvLveT8,90.000,100.000,"['/m/07r660_', '/m/09x0r', '/t/dd00125']",True
2814,Hs6ZwqM8qLk,30.000,40.000,"['/m/01j3sz', '/m/04rlf', '/m/07s04w4', '/m/07sq110']",True
2815,HsYAvHORt7M,30.000,40.000,"['/m/07s04w4', '/t/dd00001']",True
2816,HslqglM6w2U,90.000,100.000,"['/m/01j3sz', '/t/dd00001']",True
2817,HuyRlwhLNrc,60.000,70.000,"['/m/01j3sz', '/m/09x0r']",True
2818,Hv4G3il73fY,70.000,80.000,"['/m/07s04w4', '/m/09x0r', '/t/dd00127']",True
2819,HveoxIhZi48,200.000,210.000,"['/m/01j3sz', '/m/04rlf']",True
2820,HwXzxuv-tuQ,120.000,130.000,"['/m/01h8n0', '/m/09x0r', '/m/0ytgt', '/t/dd00001']",True
2821,HwqoSgRVbCc,50.000,60.000,"['/m/01j3sz', '/m/09x0r']",True
2822,Hx5FZvmPDNs,80.000,90.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2823,HxHAoKSOZuM,30.000,40.000,['/m/01j3sz'],True
2824,Hy3zpE5f23U,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
2825,HyTK2JLmwFE,150.000,160.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00126']",True
2826,HzBet47iku4,90.000,100.000,['/m/01j3sz'],True
2827,I-h9C_JFEEk,50.000,60.000,"['/m/01j3sz', '/m/0ytgt']",True
2828,I0bJE9AGEP4,70.000,80.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2829,I0esu5MpIs4,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
2830,I0fBkG_X0qo,30.000,40.000,"['/m/07s04w4', '/m/09x0r']",True
2831,I1-ZxG9yeXA,80.000,90.000,['/m/01j3sz'],True
2832,I1FJGDW5Nz8,60.000,70.000,"['/m/02p3nc', '/m/07sq110']",True
2833,I1iWVE9FxG0,520.000,530.000,['/m/01j3sz'],True
2834,I1k7lFCeTYo,150.000,160.000,"['/m/01j3sz', '/m/04rlf', '/m/09x0r']",True
2835,I2A11dZIGnY,410.000,420.000,"['/m/01j3sz', '/m/09x0r']",True
2836,I2rQw2Xx-gA,30.000,40.000,"['/m/01j3sz', '/m/02p3nc', '/m/09x0r']",True
2837,I38lME_HOuM,10.000,20.000,"['/m/01j3sz', '/m/09x0r']",True
2838,I3sRGSxpA2o,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
2839,I5gdJUaqVZk,210.000,220.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2840,I6cuAocK6-c,30.000,40.000,"['/m/04rlf', '/m/07s04w4']",True
2841,I6kwtevZJ3s,0.000,10.000,"['/m/01j3sz', '/m/07s04w4', '/m/0ytgt']",True
2842,I6rHvpgV32g,10.000,20.000,"['/m/07rgt08', '/m/09x0r']",True
2843,I7oiTxMt-xA,110.000,120.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00001', '/t/dd00125']",True
2844,I8GQb0MQRwo,550.000,560.000,"['/m/04rlf', '/m/07r660_', '/m/09x0r']",True
2845,I8OEau20VUw,30.000,40.000,"['/m/04rlf', '/m/07s04w4', '/m/09x0r']",True
2846,I9oECgVLHOs,0.000,10.000,"['/m/01j3sz', '/m/07r660_', '/t/dd00001']",True
2847,I9sYBCdMMc8,40.000,50.000,['/m/01j3sz'],True
2848,I9xOrk-vBqY,60.000,70.000,['/m/01j3sz'],True
2849,I9yrXYO2rjk,0.000,10.000,['/m/01j3sz'],True
2850,IABHleCoLuw,520.000,530.000,['/m/01j3sz'],True
2851,IAXpbQcov3o,200.000,210.000,['/m/07sq110'],True
2852,IAmIh4C71nM,40.000,50.000,"['/m/07r660_', '/m/09x0r', '/m/0ytgt', '/t/dd00125']",True
2853,IBLROnPWMQs,8.000,18.000,"['/m/07r660_', '/m/09x0r']",True
2854,IC4VQzRfUIo,0.000,10.000,"['/m/01j3sz', '/m/09x0r', '/t/dd00125']",True
2855,IDDEpnjgTyw,30.000,40.000,"['/m/07rgt08', '/m/07s04w4']",True
2856,IDYTuFR9WQ8,460.000,470.000,"['/m/07sq110', '/m/09x0r', '/m/0ytgt', '/t/dd00125']",True
2857,IE5G7G02C0s,20.000,30.000,"['/m/01j3sz', '/m/09x0r']",True
2858,IEcD0cEKDyo,30.000,40.000,"['/m/015lz1', '/m/01j3sz', '/m/04rlf', '/m/064t9', '/m/09x0r']",True
